Provider Name,Street,City,State,Zip,Full Address,Phone,EvexiPEL Profile URL,Google Business URL
MedChic Aesthetics,2771 E. Oakland Park Blvd Suite 5,Lauderdale,FL,33306,"2771 E. Oakland Park Blvd Suite 5 Ft Lauderdale, FL 33306",(561) 666-1439,https://www.evexipel.com/hormone-replacement-therapy-provider/medchic-aesthetics-fort-lauderdale-fl/,
"Inspired Functional Medicine, Inc",2349 North Lecanto Hwy Suite,Lecanto,FL,34461,"2349 North Lecanto Hwy Suite B Lecanto, FL 34461",(352) 646-3779,https://www.evexipel.com/hormone-replacement-therapy-provider/inspired-functional-medicine-inc-lecanto-fl/,
Wellness and Preventive Care of SWFL,5598 8th St W Unit 4,Leighi Acres,FL,33971,"5598 8th St W Unit 4 Leighi Acres, FL 33971",(239) 364-7568,https://www.evexipel.com/hormone-replacement-therapy-provider/wellness-and-preventive-care-of-swfl-lehigh-acres-fl/,
Rebuild Regen Medical Clinic,3320 North Federal Highway,Lighthouse Point,FL,33064,"3320 North Federal Highway Lighthouse Point, FL 33064",(754) 253-3039,https://www.evexipel.com/hormone-replacement-therapy-provider/rebuild-regen-medical-clinic-lighthouse-point-fl/,
Reed Medical Group,509 Bay Isles Pkwy,Longboat Key,FL,34228,"509 Bay Isles Pkwy Longboat Key, FL 34228",(941) 541-1953,https://www.evexipel.com/hormone-replacement-therapy-provider/reed-medical-group-longboat-key-fl/,
Evolve Health & Wellness,231 W Bay Ave,Longwood,FL,32750,"231 W Bay Ave Longwood, FL 32750",(689) 204-2853,https://www.evexipel.com/hormone-replacement-therapy-provider/evolve-health-wellness-longwood-fl/,
Ideal Family Practice,12953 Palms W Dr Suite 202,Loxachatchee,FL,33470,"12953 Palms W Dr Suite 202 Loxachatchee, FL 33470",(561) 269-6252,https://www.evexipel.com/hormone-replacement-therapy-provider/ideal-family-practice-royal-palm-beach-fl/,
FAMILY FIRST WELLNESS,16541 Pointe Village Dr Ste 211,Lutz,FL,33558,"16541 Pointe Village Dr Ste 211 Lutz, FL 33558",(727) 746-5323,https://www.evexipel.com/hormone-replacement-therapy-provider/family-first-wellness-lutz-fl/,
London Collective,16541 Pointe Village Dr Ste 207,Lutz,FL,33558,"16541 Pointe Village Dr Ste 207 Lutz, FL 33558",(727) 273-7449,https://www.evexipel.com/hormone-replacement-therapy-provider/london-collective-lutz-fl/,https://share.google/mFy3NGmO39qcZ4MK4
South Beach Wellness Center,2975 Allegra Way,Lutz,FL,33559,"2975 Allegra Way Lutz, FL 33559",(813) 798-4067,https://www.evexipel.com/hormone-replacement-therapy-provider/south-beach-wellness-center-lutz-fl/,
Foundations at Maitland,260 Lookout Place Ste 201,Maitland,FL,32751,"260 Lookout Place Ste 201 Maitland, FL 32751",(407) 214-4502,https://www.evexipel.com/hormone-replacement-therapy-provider/foundations-at-maitland-fl/,
Timeless Interventional Of Naples,606 Bald Eagle Dr Ste 610,Marco Island,FL,34145,"606 Bald Eagle Dr Ste 610 Marco Island, FL 34145",(239) 259-9075,https://www.evexipel.com/hormone-replacement-therapy-provider/timeless-interventional-of-naples-marco-island-fl/,
Families First Physicians,520 E. New Haven Avenue,Melbourne,FL,32901,"520 E. New Haven Avenue Melbourne, FL 32901",(321) 463-4758,https://www.evexipel.com/hormone-replacement-therapy-provider/families-first-physicians-melbourne-fl/,
Holistic Wellness NP,2090 Sarno Rd,Melbourne,FL,32935,"2090 Sarno Rd Melbourne, FL 32935",(321) 334-2479,https://www.evexipel.com/hormone-replacement-therapy-provider/holistic-wellness-np-melbourne-fl/,
Renew You,8045 Spyglass Hill Rd Ste 102,Melbourne,FL,32940,"8045 Spyglass Hill Rd Ste 102 Melbourne, FL 32940",(321) 326-7734,https://www.evexipel.com/hormone-replacement-therapy-provider/renew-you-melbourne-fl/,
Aesthetically Alluring,12914 SW 133rd Ct,Miami,FL,33186,"12914 SW 133rd Ct Miami, FL 33186",(786) 977-4049,https://www.evexipel.com/hormone-replacement-therapy-provider/aesthetically-alluring-miami-fl/,
Angeles Wellness Center,10300 SW 72nd St. Suite 356,Miami,FL,33173,"10300 SW 72nd St. Suite 356 Miami, FL 33173",(754) 254-3169,https://www.evexipel.com/hormone-replacement-therapy-provider/angeles-wellness-center-miami-fl/,
Aventura OBGYN Advanced Care,12550 Biscayne Blvd Ste 906,Miami,FL,33181,"12550 Biscayne Blvd Ste 906 Miami, FL 33181",(786) 833-6895,https://www.evexipel.com/hormone-replacement-therapy-provider/aventura-obgyn-advanced-care-north-miami-fl/,
Bayshore Womens Healthcare- Mercy,3661 South Miami Avenue 704,Miami,FL,33133,"3661 South Miami Avenue 704 Miami, FL 33133",(305) 854-8112,https://www.evexipel.com/hormone-replacement-therapy-provider/bayshore-womens-healthcare-mercy-miami-fl/,
"Body Art Rejuvenation, LLC",13550 SW 88th St Ste 130,Miami,FL,33186,"13550 SW 88th St Ste 130 Miami, FL 33186",(786) 627-5173,https://www.evexipel.com/hormone-replacement-therapy-provider/body-art-rejuvenation-llc-miami-fl/,
Complete Womens Care - Miami,8501 Southwest 124th Avenue,Miami,FL,33183,"8501 Southwest 124th Avenue #206 Miami, FL 33183",(561) 717-7894,https://www.evexipel.com/hormone-replacement-therapy-provider/complete-womens-care-miami-fl/,
D Clinik Inc,7950 NW 53 ST STE 132,Miami,FL,33166,"7950 NW 53 ST STE 132 Miami, FL 33166",(786) 964-4699,https://www.evexipel.com/hormone-replacement-therapy-provider/d-clinik-inc-doral-fl/,
Elly Wellness,8700 W Flagler Street Ste 401,Miami,FL,33174,"8700 W Flagler Street Ste 401 Miami, FL 33174",(786) 461-1790,https://www.evexipel.com/hormone-replacement-therapy-provider/elly-wellness-miami-fl/,https://www.google.com/search?gs_ssp=eJzj4tVP1zc0LCkwNbMwy4s3YLRSNaiwsEixTLI0NrVITDYxTTUwtTKoSEpMNEtJMzFLNTc0STGyTPPiSc3JqSwHEnmpxcUAiREUXw&q=ellywellness&rlz=1C1ONGR_enUS1162US1162&oq=ellywe&gs_lcrp=EgZjaHJvbWUqEAgBEC4YrwEYxwEYgAQYjgUyCQgAEEUYORiABDIQCAE
Excel Aesthetics,15490 NW 7th Ave STE 210,Miami,FL,33169,"15490 NW 7th Ave STE 210 Miami, FL 33169",(786) 957-4537,https://www.evexipel.com/hormone-replacement-therapy-provider/excel-aesthetics-miami-fl/,
"Florida Medical Care Group, Corp.",13190 SW 134 Street Suite 108,Miami,FL,33186,"13190 SW 134 Street Suite 108 Miami, FL 33186",(786) 481-0759,https://www.evexipel.com/hormone-replacement-therapy-provider/florida-medical-care-group-corp-miami-fl/,
"Functional Family Medicine, LLC",3241 NW 7th St,Miami,FL,33125,"3241 NW 7th St Miami, FL 33125",(786) 808-1523,https://www.evexipel.com/hormone-replacement-therapy-provider/functional-family-medicine-llc-miami-fl/,
G-Nouva,2475 NW 95th Ave Unit 2,Miami,FL,33172,"2475 NW 95th Ave Unit 2 Miami, FL 33172",(754) 260-1262,https://www.evexipel.com/hormone-replacement-therapy-provider/g-nouva-miami-fl/,https://share.google/2eyFiHDiY8kEcZa9i
Golden Aesthetics & Wellness,6840 Bird Rd. Ste 207,Miami,FL,33155,"6840 Bird Rd. Ste 207 Miami, FL 33155",(954) 329-0372,https://www.evexipel.com/hormone-replacement-therapy-provider/golden-aesthetics-wellness-miami-fl/,
IV Drop Revival & Glow Inc.,11760 SW 40th St Ste 741,Miami,FL,33175,"11760 SW 40th St Ste 741 Miami, FL 33175",(786) 761-7874,https://www.evexipel.com/hormone-replacement-therapy-provider/iv-drop-revival-glow-inc-miami-fl/,
Infinite Wellness Miami,9280 SW 72nd St # 102,Miami,FL,33173,"9280 SW 72nd St # 102 Miami, FL 33173",(305) 701-5344,https://www.evexipel.com/hormone-replacement-therapy-provider/infinite-wellness-miami-fl/,
International Orthopaedic Specialists,2260 NE 123rd St,Miami,FL,33181,"2260 NE 123rd St Miami, FL 33181",(754) 354-7046,https://www.evexipel.com/hormone-replacement-therapy-provider/international-orthopaedic-specialists-miami-fl/,
"Intyma, llc",11430 N Kendall Drive Suite 108,Miami,FL,33176,"11430 N Kendall Drive Suite 108 Miami, FL 33176",(786) 259-1408,https://www.evexipel.com/hormone-replacement-therapy-provider/intyma-llc-miami-fl/,
LCC Medical Research Institute,1150 NW 72nd Ave Ste 620,Miami,FL,33126,"1150 NW 72nd Ave Ste 620 Miami, FL 33126",(786) 791-2307,https://www.evexipel.com/hormone-replacement-therapy-provider/lcc-medical-research-institute-miami-fl/,
La Perla Med Center,7811 Coral Wayste Ste 130,Miami,FL,33155,"7811 Coral Wayste Ste 130 Miami, FL 33155",(786) 551-4482,https://www.evexipel.com/hormone-replacement-therapy-provider/la-perla-med-center-miami-fl/,
Lely Med,8950 Sw 74Th Ct Ste 1207,Miami,FL,33156,"8950 Sw 74Th Ct Ste 1207 Miami, FL 33156",(754) 208-1625,https://www.evexipel.com/hormone-replacement-therapy-provider/lely-med-miami-fl/,
Life & Wellness Health Center,7949 NW 2ND ST,Miami,FL,33126,"7949 NW 2ND ST Miami, FL 33126",(954) 335-6210,https://www.evexipel.com/hormone-replacement-therapy-provider/life-wellness-health-center-miami-fl/,
Miami Women's Health Associates,3661 S Miami Ave Ste 1005,Miami,FL,33133,"3661 S Miami Ave Ste 1005 Miami, FL 33133",(786) 829-7840,https://www.evexipel.com/hormone-replacement-therapy-provider/miami-womens-health-associates-miami-fl/,
Myami 5050 LLC,2700 North Miami Avenue Suite 404,Miami,FL,33127,"2700 North Miami Avenue Suite 404 Miami, FL 33127",(754) 312-6596,https://www.evexipel.com/hormone-replacement-therapy-provider/myami-5050-llc-miami-fl/,
Nugen Wellness & Aesthetics,10045 SW 72nd St,Miami,FL,33173,"10045 SW 72nd St Miami, FL 33173",(786) 981-9343,https://www.evexipel.com/hormone-replacement-therapy-provider/nugen-wellness-aesthetics-miami-fl/,
Optimal Wellness By Lidi,9595 N Kendall Dr Ste 211,Miami,FL,33176,"9595 N Kendall Dr Ste 211 Miami, FL 33176",(786) 481-0268,https://www.evexipel.com/hormone-replacement-therapy-provider/optimal-wellness-by-lidi-miami-fl/,
"Physician Associates, LLC",10860 SW 88th St Suite 200,Miami,FL,33176,"10860 SW 88th St Suite 200 Miami, FL 33176",(786) 758-5774,https://www.evexipel.com/hormone-replacement-therapy-provider/physician-associates-llc-miami-fl/,
Rejuvenate by Silvia,11440 N. Kendall Drive Suite 106,Miami,FL,33176,"11440 N. Kendall Drive Suite 106 Miami, FL 33176",(786) 377-6722,https://www.evexipel.com/hormone-replacement-therapy-provider/rejuvenate-by-silvia-miami-fl/,
Revive Health & Beauty - Miami,14255 sw 42 ave Suite,Miami,FL,33175,"14255 sw 42 ave Suite 13b Miami, FL 33175",(786) 789-1160,https://www.evexipel.com/hormone-replacement-therapy-provider/revive-health-beauty-miami-fl/,
Serenity Wellness Center,8830 SW 129th Terrace Suite 8828b- 2nd floor,Miami,FL,33176,"8830 SW 129th Terrace Suite 8828b- 2nd floor Miami, FL 33176",(786) 886-1545,https://www.evexipel.com/hormone-replacement-therapy-provider/serenity-wellness-center-miami-fl/,
Somi Hormone Health & Wellness,7000 SW 62nd Ave Ste 400,Miami,FL,33143,"7000 SW 62nd Ave Ste 400 Miami, FL 33143",(754) 219-4327,https://www.evexipel.com/hormone-replacement-therapy-provider/somi-hormone-health-wellness-south-miami-fl/,
Springs Medical & Research,1778 W Flagler St. Ste 100,Miami,FL,33135,"1778 W Flagler St. Ste 100 Miami, FL 33135",(305) 912-0857,https://www.evexipel.com/hormone-replacement-therapy-provider/springs-medical-research-miami-fl/,
Sunvital Healthcare Center,7270 NW 12th St Ste 420,Miami,FL,33126,"7270 NW 12th St Ste 420 Miami, FL 33126",(786) 460-2184,https://www.evexipel.com/hormone-replacement-therapy-provider/sunvital-healthcare-center-miami-fl/,
Vitality Healthcare Group,14873 South Dixie Highway,Miami,FL,33176,"14873 South Dixie Highway Miami, FL 33176",(786) 650-0014,https://www.evexipel.com/hormone-replacement-therapy-provider/vitality-healthcare-group-miami-fl/,
Vive By Dr. G MD,3661 S Miami Ave Ste 106,Miami,FL,33133,"3661 S Miami Ave Ste 106 Miami, FL 33133",(754) 802-2241,https://www.evexipel.com/hormone-replacement-therapy-provider/vive-by-dr-g-md-miami-fl/,
Women's Care Gynecology and Fertility,19300 W Dixie Highway Unit 1,Miami,FL,33180,"19300 W Dixie Highway Unit 1 Miami, FL 33180",(786) 791-2998,https://www.evexipel.com/hormone-replacement-therapy-provider/womens-care-gynecology-and-fertility-aventura-fl/,
Dreams Medical Center,15935 Nw 57 Ave,Miami Lakes,FL,33014,"15935 Nw 57 Ave Miami Lakes, FL 33014",(786) 474-9969,https://www.evexipel.com/hormone-replacement-therapy-provider/dreams-medical-center-miami-lakes-fl/,
82 Magnolia Aesthetics & Wellness,6867 Oak St,Milton,FL,32570,"6867 Oak St Milton, FL 32570",(850) 972-2893,https://www.evexipel.com/hormone-replacement-therapy-provider/82-magnolia-aesthetics-wellness-milton-fl/,
The Hormone Restoration Center,12889 Hwy 98 Suite,Miramar Beach,FL,32550,"12889 Hwy 98 Suite 107B Miramar Beach, FL 32550",(850) 837-1271,https://www.evexipel.com/hormone-replacement-therapy-provider/the-hormone-restoration-center-miramar-beach-fl/,
Dragonfly MedSpa & Hormone Wellness,6909 Old Highway 441 S Ste 221,Mount Dora,FL,32757,"6909 Old Highway 441 S Ste 221 Mount Dora, FL 32757",(321) 351-3409,https://www.evexipel.com/hormone-replacement-therapy-provider/dragonfly-medspa-hormone-wellness-mt-dora-fl/,
Coastal Wellness of Naples,3845 Beck Blvd Ste 807,Naples,FL,34114,"3845 Beck Blvd Ste 807 Naples, FL 34114",(239) 329-8479,https://www.evexipel.com/hormone-replacement-therapy-provider/coastal-wellness-of-naples-fl/,
"Diane Brzezinski, DO",1250 Pine Ridge Rd Ste,Naples,FL,34108,"1250 Pine Ridge Rd Ste 101A Naples, FL 34108",(239) 778-7899,https://www.evexipel.com/hormone-replacement-therapy-provider/diane-brzezinski-do-naples-fl/,
Glowtique Salon & MedSpa,15275 Collier Blvd Ste 206,Naples,FL,34119,"15275 Collier Blvd Ste 206 Naples, FL 34119",(239) 230-4842,https://www.evexipel.com/hormone-replacement-therapy-provider/glowtique-salon-medspa-naples-fl/,
"Goodwin Medical Center, Internal Medicine",12260 Tamiami Trail East Ste 102,Naples,FL,34113,"12260 Tamiami Trail East Ste 102 Naples, FL 34113",(239) 259-7662,https://www.evexipel.com/hormone-replacement-therapy-provider/goodwin-medical-center-internal-medicine-naples-fl/,
Integrative Medicine & Concierge,13240 Tamiami Trail N Suite 204,Naples,FL,34110,"13240 Tamiami Trail N Suite 204 Naples, FL 34110",(239) 388-3517,https://www.evexipel.com/hormone-replacement-therapy-provider/integrative-medicine-concierge-naples-fl/,
NCH,311 Tamiami Trl N Ste 306,Naples,FL,34102,"311 Tamiami Trl N Ste 306 Naples, FL 34102",(940) 340-5736,https://www.evexipel.com/hormone-replacement-therapy-provider/nch-naples-fl/,
Naples Clinic,7385 Radio Rd Ste 104,Naples,FL,34104,"7385 Radio Rd Ste 104 Naples, FL 34104",(239) 688-4179,https://www.evexipel.com/hormone-replacement-therapy-provider/naples-clinic-naples-fl/,
Neuroscience and Spine Associates,130 Tamiami Trail N STE 250,Naples,FL,34102,"130 Tamiami Trail N STE 250 Naples, FL 34102",(239) 388-5816,https://www.evexipel.com/hormone-replacement-therapy-provider/neuroscience-and-spine-associates-naples-fl/,
"Prime MD of Naples, PLLC",2515 Northbrooke Plaza Dr Ste 200,Naples,FL,34119,"2515 Northbrooke Plaza Dr Ste 200 Naples, FL 34119",(239) 259-9887,https://www.evexipel.com/hormone-replacement-therapy-provider/prime-md-of-naples-pllc-naples-fl/,
WVL Synergy,599 Ninth Street North Suite 211,Naples,FL,34102,"599 Ninth Street North Suite 211 Naples, FL 34102",(239) 420-6587,https://www.evexipel.com/hormone-replacement-therapy-provider/wvl-synergy-naples-fl/,
Align Wellspa LLC,8400 Racing Ln,Navarre,FL,32566,"8400 Racing Ln Navarre, FL 32566",(850) 750-4696,https://www.evexipel.com/hormone-replacement-therapy-provider/align-wellspa-llc-navarre-fl/,
"Excel Life Integrative Care, Inc.",4772 US Highway 19,New Port Richey,FL,34652,"4772 US Highway 19 New Port Richey, FL 34652",(727) 351-8805,https://www.evexipel.com/hormone-replacement-therapy-provider/excel-life-integrative-care-inc-new-port-richey-fl/,
Trinity Regenerative & Concierge Medicine,1248 Seven Springs Boulevard Suite,New Port Richey,FL,34655,"1248 Seven Springs Boulevard Suite C New Port Richey, FL 34655",(727) 947-1452,https://www.evexipel.com/hormone-replacement-therapy-provider/trinity-regenerative-concierge-medicine-new-port-richey-fl/,
Comprehensive Medical Aesthetics,650 Nw 120Th St.,North Miami,FL,33168,"650 Nw 120Th St. North Miami, FL 33168",(786) 876-8661,https://www.evexipel.com/hormone-replacement-therapy-provider/comprehensive-medical-aesthetics-north-miami-fl/,
"Botoplace Aventura, LLC",3555 NE 163rd St,North Miami Beach,FL,33160,"3555 NE 163rd St North Miami Beach, FL 33160",(954) 951-8835,https://www.evexipel.com/hormone-replacement-therapy-provider/botoplace-aventura-llc-north-miami-beach-fl/,
House of Hormones and Weight Loss,13325 Tamiami Trl Unit,North Port,FL,34287,"13325 Tamiami Trl  Unit C North Port, FL 34287",(941) 265-7990,https://www.evexipel.com/hormone-replacement-therapy-provider/house-of-hormones-and-weight-loss-north-port-fl/,
Central Florida Total Healthcare,30 Remington Rd Suite 2,Oakland,FL,34787,"30 Remington Rd Suite 2 Oakland, FL 34787",(386) 516-9421,https://www.evexipel.com/hormone-replacement-therapy-provider/central-florida-total-healthcare-oakland-fl/,
Essential Women,1405 SW 6th Avenue,Ocala,FL,34471,"1405 SW 6th Avenue Ocala, FL 34471",(352) 802-2328,https://www.evexipel.com/hormone-replacement-therapy-provider/essential-women-ocala-fl/,
Executive Health & Wellness,500 E Fort King St Ste,Ocala,FL,34471,"500 E Fort King St Ste C Ocala, FL 34471",(352) 780-7939,https://www.evexipel.com/hormone-replacement-therapy-provider/executive-health-wellness-ocala-fl/,
Flawless On The Go,2320 Ne 2Nd St Ste 6,Ocala,FL,34470,"2320 Ne 2Nd St Ste 6 Ocala, FL 34470",(352) 320-2933,https://www.evexipel.com/hormone-replacement-therapy-provider/flawless-on-the-go-ocala-fl/,
"Honest Health, LLC",2631 Se Lake Weir Ave,Ocala,FL,34471,"2631 Se Lake Weir Ave Ocala, FL 34471",(352) 667-6758,https://www.evexipel.com/hormone-replacement-therapy-provider/honest-health-llc-ocala-fl/,
Primary Medical Services,1500 SE Magnolia Ext Ste 204,Ocala,FL,34471,"1500 SE Magnolia Ext Ste 204 Ocala, FL 34471",(786) 386-2800,https://www.evexipel.com/hormone-replacement-therapy-provider/primary-medical-services-ocala-fl/,
Pelvic Laser Institute of Florida,1520 Citrus Medical Ct,Ocoee,FL,34761,"1520 Citrus Medical Ct Ocoee, FL 34761",(689) 600-2507,https://www.evexipel.com/hormone-replacement-therapy-provider/pelvic-laser-institute-of-florida-ocoee-fl/,
PremierMED Family & Sports Medicine,2940 Maguire Rd Ste 200,Ocoee,FL,34761,"2940 Maguire Rd Ste 200 Ocoee, FL 34761",(407) 890-7781,https://www.evexipel.com/hormone-replacement-therapy-provider/premiermed-family-sports-medicine-ocoee-fl/,
Genesis Family Practice,1133 Saxon Boulevard Suite 200,Orange City,FL,32763,"1133 Saxon Boulevard Suite 200 Orange City, FL 32763",(386) 220-8424,https://www.evexipel.com/hormone-replacement-therapy-provider/genesis-family-practice-orange-city-fl/,
Advance Preventive Medicine,1400 E Robinson St,Orlando,FL,32801,"1400 E Robinson St Orlando, FL 32801",(689) 400-7943,https://www.evexipel.com/hormone-replacement-therapy-provider/advance-preventive-medicine-orlando-fl/,
Ageless Health & Aesthetics,4104 Millenia Blvd Ste 111,Orlando,FL,32839,"4104 Millenia Blvd Ste 111 Orlando, FL 32839",(407) 974-6220,https://www.evexipel.com/hormone-replacement-therapy-provider/ageless-health-aesthetics-orlando-fl/,
Aura Medical Wellness,7680 Universal blvd Ste 130,Orlando,FL,32819,"7680 Universal blvd Ste 130 Orlando, FL 32819",(412) 960-6232,https://www.evexipel.com/hormone-replacement-therapy-provider/aura-medical-wellness-orlando-fl/,
Central Florida Total Healthcare Orlando,9430 Turkey Lake Rd STE 216,Orlando,FL,32819,"9430 Turkey Lake Rd STE 216 Orlando, FL 32819",(386) 273-3185,https://www.evexipel.com/hormone-replacement-therapy-provider/central-florida-total-healthcare-orlando-fl/,
